class,feature029,feature046,feature060,feature062,feature064,feature065,feature066,feature068,feature097,feature104,feature125,feature170,feature268,feature332,feature342,feature442,feature511,feature563
X1,69.91526287120324,130.31505387850032,5.096963023659564,10.537522751190025,13.406164334489802,14.903036976340434,19.88778300935379,0.967314352469216,-0.07643450685173739,-0.008620374019187875,16.07,0.29398203116282823,0.03200546386337373,0.08969640623256564,1.324994879597216,0.5466911620058584,32.428084038725544,273.61296874474965
X1,67.96937193304025,130.12901877602928,6.616397707256,10.467932763460254,12.286294828016613,13.383602292744,17.475116962069226,0.9900847364073385,-0.07128363997025881,-0.010005779594206251,16.07,0.32240060706064105,0.03324877655890305,0.0953801214121282,1.4181012388824252,0.5804382208845112,42.08890786874727,268.95729554829046
X1,66.91519542171461,132.542859193452,7.022043811744359,10.353920250975527,10.535513834937289,12.977956188255641,16.145248779158482,1.0993231465307063,-0.049265753558930016,-0.010234379740431905,16.074483154844494,0.37655398261360823,0.031384207383077595,0.10363298248713836,1.5476876545301639,0.6679288688432424,52.12829354215096,262.4374930376336
X1,69.4833561550802,130.27376183657955,5.43421421882424,10.522076673259376,13.157599961460871,14.565785781175759,19.352271666375874,0.972368429015181,-0.07529122900592629,-0.008927876336337067,16.07,0.300289771001786,0.03228142748132814,0.0909579542003572,1.3456606122446013,0.5541816030646208,34.57238442762964,272.5796032656324
X1,66.57081046044347,129.9953106006306,7.708454187364481,10.417916663478199,11.48141603683012,12.291545812635519,15.741072307356959,1.0064503923994255,-0.06758158050247003,-0.011001505933818408,16.07,0.34282576274499293,0.034142377120093444,0.09946515254899858,1.4850191551932832,0.6046930932596791,49.0323884807535,265.61114441830154
X1,72.49429655129667,128.1008654672568,6.553693919255305,10.532217089077085,7.839605043809442,13.446306080744694,16.988390934576373,0.8975212369749322,0.08647172100553291,-0.004707275630300865,15.890373613447883,0.4161435462194495,0.0496653915964067,0.08939311764701269,1.019963043710636,1.069199161341181,80.64399675971345,264.253091226764
X1,74.69431327279574,136.0861630278288,1.5172985514426371,10.553789948411495,15.244483788293484,18.482701448557364,25.985971699455195,1.065223946109251,-0.0013016116990474946,-0.010182101596193389,15.782983067301101,0.45929830673011024,0.08586006481850054,0.10421604418309871,2.203519673244539,0.8780665953763994,37.58852941794214,261.6358979184241
X1,74.8695494488232,134.22683767223114,1.3715795637724921,10.582598981759139,15.593572019193136,18.628420436227508,26.078933138905466,1.0142045965494588,-0.04343683477398008,-0.009602702042832971,15.879549659527838,0.46895496595278385,0.06838151162546127,0.09826110432911665,2.1426505312776194,0.8575622889602557,52.80735997514762,259.3665830010958
X1,73.49833501938677,129.60823937847667,2.243050097585493,10.63276441237554,16.891087303493592,17.756949902414508,24.59874903463833,0.9893421744843014,0.05720903875788211,-0.00693745544985868,16.011174374110997,0.4352299797742162,0.04780084590592887,0.09093287389313337,1.9825754433143885,0.7066856712571811,83.95793107439128,258.7924201159291
X1,74.10282162262834,129.43186662761502,3.3327754390789197,10.596923825658857,12.81880014601173,16.66722456092108,22.44028515863735,0.9038512438144535,-0.041183416924811894,-0.006875889084581285,16.001734844883902,0.45892970356065776,0.03934982489496469,0.08734172654161229,1.6050783981452696,0.919916500042472,82.84871469744891,258.61704069261253
X1,72.35651165277876,128.43433777287976,2.0851054415020625,10.675276516715577,16.073069711061194,17.914894558497938,24.80041975680522,0.938894718813221,-0.11064322270357516,-0.010542095989966764,15.996178852566517,0.4326535620030481,0.03447493251061532,0.089299413201469,2.5119623851566577,0.8568174391084816,61.1693110848004,259.13391196511316
X1,74.03150234248699,132.956275423541,1.5472574638045857,10.540329767837887,14.478828176170076,18.452742536195416,24.80678569409782,1.0217422503131441,-0.09849785459614357,-0.007890459471847862,16.08231609330978,0.48344137605652215,0.029436492693750184,0.09203764727092348,1.9365337464110928,0.8238474764433689,77.17838129101378,254.98766456196086
X1,75.15361541209137,130.30136364572158,1.228660809063213,10.63919449843131,16.071536073582504,18.77133919093679,26.001819071633694,0.9079864183248021,-0.12457610288350841,-0.008292569240904412,16.07448328534374,0.48688042015838434,0.03261102198921144,0.08600162369103637,1.987314019782399,0.8223953011734177,84.28898066394217,254.93520383228736
X1,74.8540682603377,134.39109922448822,1.384453064924921,10.580053856172343,15.562731921998948,18.61554693507508,26.07072048784997,1.0187118859964654,-0.03971441087105777,-0.009653888926142827,15.871018512309528,0.4681018512309529,0.06992564927197528,0.09878719174091238,2.148027997740894,0.8593737358862767,51.462856860973545,259.5670649607261
X1,74.76066914324419,130.16052033822643,1.3889018672482343,10.639775119333715,16.4742632174714,18.611098132751767,25.816108221447095,0.9303771213182248,-0.07965623592112678,-0.008001580613153056,16.061250852383672,0.47435222842474467,0.03637714929997455,0.08727103141944391,2.007112917668,0.7854935289388056,84.27826404634182,255.78282377174125
X1,71.79928873402399,128.0599303698885,2.2819018162271476,10.681644572474854,16.025588910045848,17.718098183772852,24.515399652078024,0.9448207990311319,-0.10671956228532363,-0.010957011804310603,15.979943016353063,0.42173947210400364,0.034934947869996534,0.08995786655901467,2.607970296632219,0.864917317397194,56.669963994055806,260.0012664152719
X1,73.4102436809486,129.56969873537844,2.3026563931081676,10.632275173791498,16.92017515823585,17.69734360689183,24.513796249080823,0.9934570204322226,0.06676011165080128,-0.006863196021923795,16.007679812796415,0.43249985374719835,0.04859804270581808,0.09118841368926224,1.9808631082702428,0.7011861053883564,83.93557680248206,259.0024432509355
X1,75.20534162748429,130.66394942535368,1.092348999334802,10.63780361069038,16.262504087080643,18.9076510006652,26.25706829907689,0.9164399743639631,-0.1241774596577743,-0.008492441349243745,16.064593108459373,0.4874593108459376,0.03488864736885298,0.08685009164500516,2.026011477301107,0.8182713966371258,81.97008416445865,255.0180619512047
X1,70.45368738531289,132.97713347065383,-0.6468344855073374,10.64044661910236,16.95475512628844,20.646834485507338,27.654887221842493,0.9157430296271108,-0.015775875693699346,-0.0061802013971377166,15.704653240190819,0.4535767959789373,0.11848844133969395,0.08957546422937884,2.582387791811954,0.6656180823921691,61.68505428292765,275.7583342596656
X1,71.03096346014479,139.210519389274,-2.43132998843675,10.499241375301779,13.259647340180306,22.431329988436747,30.140996279906037,0.8919715823340695,-0.0218254955137847,-0.005539653416187502,15.747356438920834,0.5980559516821522,0.1199118812973611,0.1110694075901527,2.331435327275237,0.6787849020005902,104.84524841135095,264.94161402135296
X1,70.83009519249144,137.04155814927705,-1.8103991445368155,10.548374976956845,14.545392466555164,21.810399144536817,29.275932852782493,0.9002430656772107,-0.019720477297715845,-0.005762537697888911,15.732497486807405,0.5477831636983901,0.11941658289358019,0.103590401693061,2.418756435861811,0.6742033917656168,89.82728074538987,268.7053865916841
X1,69.74651865336783,136.92610781525372,-1.0956841766465455,10.496666377642006,13.379551002531127,21.095684176646543,28.20296891823746,0.9475013933248817,0.0010868489000946252,-0.006026398091390729,15.744986684843898,0.6042426766641438,0.1128810924783349,0.10305016723386944,2.4108521890565755,0.7552007925540208,102.47874333469309,264.272
X1,71.2070909808956,139.37623685817405,-2.3693196520425377,10.487852627217398,12.452338739801991,22.369319652042538,29.463404331864137,0.9494742399033624,-0.05489104269426316,-0.00536963694631122,15.753008378162049,0.6040919011100195,0.1170818731828127,0.10953201281884685,2.202815064888587,0.6884346038692165,103.69021233554822,264.272
X1,65.88115314796244,129.1077460980527,3.138405507070827,10.514720945290243,14.400368000170705,16.86159449292917,22.077993539848578,1.1143960552439558,0.06926852916518692,-0.007567641671118327,15.73030817456078,0.5961694960084278,0.09203760787630454,0.07567474555585069,2.6888631738188677,0.97655272762347,87.72691389270892,264.272
X1,71.0645452646304,139.5924369576383,-2.5380715075504963,10.490567214827054,13.035087238031533,22.538071507550494,30.290676697616092,0.8906536464258097,-0.0222758141130209,-0.005502895677927881,15.7499912252184,0.6066911276876926,0.1199681475427933,0.11239298017472028,2.3158155866010115,0.6795359440943226,107.4626414239494,264.272
X1,71.85612670955923,138.84389253415986,-1.6561740331939419,10.504099532515184,13.51098093308406,21.656174033193942,29.355181020849894,0.9289230381799163,-0.01736170477825217,-0.006524323763162829,15.756538236786145,0.5747446985216811,0.11267717479951679,0.11065647019036115,2.2918174945043632,0.7229920981373871,92.17432099877212,263.71276281355836
X1,72.23544701590278,137.76355423327533,-1.1059108090337366,10.468460770557263,8.214410065534967,21.105910809033738,23.372745352526707,1.3814572286088718,-0.2943510908459313,-0.0044147349138045685,15.775044578912201,0.5827902403848711,0.0957067584551638,0.0885241681037005,1.3744742786903168,0.7531475800721674,75.65847553929544,264.272
X1,74.38651558382367,136.43184275638384,1.1825671267257074,10.547690793559328,15.049808334174474,18.817432873274292,26.343052825815555,1.0520823221876519,-0.0018532753683160978,-0.009807639899500648,15.777495573826599,0.47135516912210734,0.08920495731420816,0.10506784697957337,2.214624636405357,0.8620789582958678,42.99534489511147,261.92021191869816
X1,72.05203900822512,138.0511772910298,-1.3312406470376998,10.471919321559184,8.970247565746517,21.3312406470377,24.459018579713486,1.304412764812284,-0.2516432262009941,-0.004585042349505238,15.771114407319109,0.5865894062581938,0.09951902490046341,0.09227093168911524,1.5222094288746593,0.7416059761604528,80.65795511886442,264.272
X1,73.87454719067355,136.91986784275917,0.6082104477999732,10.538871063082665,14.738460541001523,19.391789552200027,26.952490548079552,1.027163756754389,-0.004991064095590265,-0.009143333277059719,15.773255318789742,0.49227376063726846,0.09395404295548797,0.10619858165606857,2.230242909124447,0.8339377990345936,52.945626303884254,262.282895066184
X1,73.54660511679137,137.2324729978308,0.24030546976793588,10.533221572328358,14.539026274437644,19.759694530232064,27.342866737733686,1.0112021346392575,-0.007000979075487704,-0.008717810736270622,15.770539217465556,0.5056731938365847,0.09699607643857598,0.1069228753425181,2.240247215668531,0.815911939913081,59.31929304691605,262.5152122661127
X1,70.44791397253923,133.6624749436551,1.0651779333585873,10.585788136134157,16.753957523697522,18.934822066641413,27.162862679085553,0.9530267746269703,-0.13445366846993567,-0.010910244461288675,15.78313155083917,0.4721396943801083,0.06135820625014603,0.06142561037791894,2.3671020807624794,0.7973593673979864,37.95517391877989,263.7296926816674
X1,70.49701036315456,131.1498132343628,-0.0597135167012921,10.767807873688755,19.05192119042757,20.05971351670129,28.004510579171054,0.9409026498705149,-0.15920708984769882,-0.01075237825352233,15.827334089013748,0.4206753106482793,0.04443494877759367,0.04747023761137389,2.110032748035761,0.728024528947007,35.84226102079356,264.00564281284295
X1,71.33620546875456,131.42426329919437,-0.3842764883782248,10.800269552224687,17.13911987187322,20.384276488378227,25.899856349060265,1.2761716029648205,-0.07330186652713457,-0.010124940471723676,15.81061755896546,0.3626864582551643,0.08237555110557004,0.03471258929241449,2.19212575459308,0.576955081054056,30.653095945086935,265.0855394421732
X1,70.50122190414669,130.93427442070595,-0.15620791057134042,10.783421721804306,19.24904297595159,20.15620791057134,28.076708037838223,0.9398626294583082,-0.16133046485595406,-0.010738836321071721,15.831125830099918,0.41626064066938123,0.04298325361888856,0.046273130782740195,2.0879810652331914,0.7220769122147002,35.66101308848813,264.0293141107666
X1,71.30715947685991,131.32522722783554,-0.4122006349282106,10.805523709450569,17.290653948681335,20.41220063492821,26.00686296821737,1.2634435595689575,-0.07732961806554814,-0.010142367195524275,15.812795899440534,0.3629914259216748,0.08038454791135155,0.03468644920671359,2.1800120032111883,0.5800417895072373,30.768637302225386,265.0556961776647
X1,70.90388264563435,129.84834638394935,-3.531631940328353,10.87122775958723,20.617253822871227,23.531631940328353,30.190959663934354,0.9888441666366766,-4.103872309671741e-4,-0.01211328156820964,15.859563575391658,0.3929164916775189,0.05549561459689867,0.0668225553932367,2.286453753067367,0.6100137015421643,41.746119315778486,264.272
X1,71.63404051402932,132.43977046121415,-0.09794474656202357,10.746393886317778,15.585302781015727,20.097944746562025,24.80261989120573,1.4066838400684996,-0.032001656634151,-0.009946248379163443,15.78828104739543,0.35955934663536027,0.10279112268057651,0.03498062743125484,2.316339095434011,0.545304244159325,29.468345034901027,265.3915496506826
X1,71.38400764032937,131.58725099444538,-0.3383205833671614,10.791622571735829,16.889734071405975,20.33832058336716,25.723751198747568,1.2971186622502282,-0.06667323181573302,-0.010096260602772236,15.807032575346529,0.3621845605485141,0.08565222613327206,0.03475560909584165,2.2120618484979495,0.5718751592660323,30.46294482895527,265.13465371775254
X1,71.28707343151372,130.09347241319784,2.796841750746756,10.668526046585129,15.798670967539724,17.203158249253242,23.330001953305768,0.9446903828489361,-0.10250283035452012,-0.008162427064380608,16.02726277003996,0.29236861498001965,0.03038031016557943,0.07418063774520997,1.3805186609076803,0.5496793274266878,26.578620132674324,274.57742932071864
X1,70.39016263359038,136.61808076759527,2.3883706690945665,10.371681082089083,14.05089774789377,17.611629330905433,26.17284503126603,0.9672881985217333,-0.10533659468479455,-0.011095940084918402,15.731136776222847,0.5326764676833992,0.0812647771032527,0.07784110350678675,2.669488834281126,0.8789168852961622,40.44056128456488,263.40509673156265
X1,70.4827102410353,131.88166681538817,0.26792940989984215,10.714791665317374,18.382601905486407,19.732070590100157,27.759366942300996,0.9444339983552694,-0.15199725335799158,-0.010798359353584237,15.814459380996412,0.4356651492684614,0.04936412270423025,0.05153496685684659,2.1849083713765722,0.7482194280941971,36.45768126024215,263.92526784993476
